area_type,availability,location,size,society,total_sqft,Hospitals,Public Connectivity,price
Super built-up  Area,20-Jan,Yelahanka,3 sq mt,Aduil T,1823,3,2,103
Built-up  Area,Ready To Move,Rajasree Layout,3 sq mt,Itbhaa ,1310,3,3,90
Super built-up  Area,Ready To Move,Varthur,3 sq mt,CaestSr,1520,2,2,60
Super built-up  Area,18-Jul,Bhoganhalli,3 sq mt,Rosha I,1610,3,1,74.03
Plot  Area,18-Aug,Whitefield,3 sq km,,1500,3,1,78.57
Super built-up  Area,Ready To Move,LB Shastri Nagar,3 sq mt,MCrds S,1400,2,2,80
Super built-up  Area,Ready To Move,HRBR Layout,3 sq mt,,1625,3,2,120
Plot  Area,Ready To Move,Chikkalasandra,5 sq km,,1500,5,3,265
Built-up  Area,Ready To Move,Hessarghatta,2 sq mt,,900,2,1,24
Built-up  Area,Ready To Move,Talaghattapura,2 sq mt,,1100,2,0,32
Super built-up  Area,Ready To Move,Bannerghatta Road,2 sq mt,,1000,2,1,50
Super built-up  Area,18-Dec,Old Airport Road,4 sq mt,Jaades ,2774,4,3,197
Super built-up  Area,Ready To Move,Yeshwanthpur,1 sq mt,Vaarai ,994,2,0,54.67
Super built-up  Area,Ready To Move,Kaggadasapura,3 sq mt,ARncy R,1455,3,3,75
Plot  Area,Ready To Move,Chandapura,5 sq km,Arncyd ,1200,3,1,79
Built-up  Area,Ready To Move,Lakshminarayana Pura,2 sq mt,RothaVa,1172,2,1,75
Super built-up  Area,Ready To Move,Hennur,3 sq mt,,1935,3,2,102
Super built-up  Area,Ready To Move,Rachenahalli,3 sq mt,Ameur G,1856,3,3,106
Super built-up  Area,Ready To Move,Old Airport Road,3 sq mt,,2392,3,2,249
Super built-up  Area,Ready To Move,Uttarahalli,2 sq mt,Gaent R,900,2,2,35
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 sq mt,ChionCo,1757,3,3,98
Super built-up  Area,Ready To Move,Kudlu,2 sq mt,,1027,2,2,44
Super built-up  Area,Ready To Move,Whitefield,3 sq mt,Nillsre,1626,3,3,85
Super built-up  Area,Ready To Move,Dr Shivarama Karantha Nagar,2 sq mt,,1200,2,1,54
Super built-up  Area,19-Dec,Hoodi,3 sq mt,Caycend,1559,3,1,81.55
Super built-up  Area,Ready To Move,Amruthahalli,2 sq mt,,1190,2,2,50
Super built-up  Area,Ready To Move,KR Puram,2 sq mt,SVlesas,1200,2,1,72
Super built-up  Area,Ready To Move,Harlur,2 sq mt,Prncyrn,1174,2,1,74
Built-up  Area,Ready To Move,Kanakpura Road,2 sq mt,,1140,2,1,65
Built-up  Area,Ready To Move,Vibuthipura,3 sq mt,Tantsod,1603,2,0,125
Super built-up  Area,Ready To Move,Subramanyapura,3 sq mt,Prldsri,1278,3,2,70
Super built-up  Area,Ready To Move,Krishna Reddy Layout,3 sq mt,RahtsHe,2180,3,,285
Super built-up  Area,Ready To Move,Banashankari Stage III,2 sq mt,DatroGo,1085,2,1,50
Super built-up  Area,19-Jun,Whitefield,2 sq mt,Pae 2ov,1195,2,1,61.36
Plot  Area,Ready To Move,Kamakshipalya,1 sq km,,450,1,0,30
Super built-up  Area,19-Jan,Rajaji Nagar,4 sq mt,,6500,5,2,1400
Super built-up  Area,Ready To Move,Attibele,1 sq mt,Jae 1hu,550,1,1,11.5
Super built-up  Area,Ready To Move,Kenchenahalli,2 sq mt,AriosPa,1165,2,2,45
Super built-up  Area,Ready To Move,1st Stage Indira Nagar,4 sq mt,,3000,4,2,301
Super built-up  Area,Ready To Move,Kanakpura Road,3 sq mt,JRrnauv,1452,3,3,60
Super built-up  Area,18-Jan,Sarjapur  Road,1 sq mt,SJityaz,702,1,1,52
Super built-up  Area,Ready To Move,Banashankari,2 sq mt,,1020,2,1,42.83
Super built-up  Area,18-May,Devanahalli,2 sq mt,Derdsig,1340,2,1,65
Super built-up  Area,18-Apr,Marathahalli,2 sq mt,,1125,2,1,54.8
Super built-up  Area,Ready To Move,JCR Layout,2 sq mt,ARnamru,1160,2,1,40.53
Built-up  Area,Ready To Move,Vidyaranyapura,2 sq mt,DSestil,1050,2,1,50
Super built-up  Area,19-Dec,JP Nagar,3 sq mt,Shestut,1960,3,1,138
Built-up  Area,Ready To Move,Ganga Nagar,2 sq mt,,1200,3,2,52
Plot  Area,Ready To Move,Judicial Layout,3 sq km,,1200,4,1,220
Super built-up  Area,18-Dec,Old Airport Road,4 sq mt,Jaades ,3496,4,,262
Super built-up  Area,Ready To Move,Electronic City,2 sq mt,MavanK ,975,2,1,32
Super built-up  Area,Ready To Move,Kudlu,3 sq mt,MJinala,1700,3,3,125
Built-up  Area,Ready To Move,8th Phase JP Nagar,4 sq km,,1800,4,0,230
Plot  Area,Ready To Move,Madavara,4 sq km,,612,3,0,47
Built-up  Area,Ready To Move,Brooke Bond First Cross,2 sq mt,Viium E,1275,2,3,69
Built-up  Area,Ready To Move,Yeshwanthpur,1 sq mt,,650,1,0,40
Super built-up  Area,Ready To Move,Kasavanhalli,2 sq mt,HMonymp,1495,2,2,110
Super built-up  Area,Ready To Move,Hebbal,2 sq mt,Srntsha,1200,2,2,48
Plot  Area,Ready To Move,Sarjapura - Attibele Road,5 sq km,,3750,6,2,295
Super built-up  Area,19-Mar,Hennur Road,3 sq mt,Puachal,1679,3,2,94.86
Super built-up  Area,Ready To Move,Kaval Byrasandra,3 sq mt,,1450,3,2,75
Super built-up  Area,18-Nov,Balagere,2 sq mt,Soresea,1210,2,1,82
Super built-up  Area,18-May,Dwaraka Nagar,3 sq mt,,1300,2,1,51
Super built-up  Area,Ready To Move,Judicial Layout,2 sq mt,,1165,2,1,49.61
Super built-up  Area,Ready To Move,Keshava Nagar,3 sq mt,ETens G,1623,3,3,155
Super built-up  Area,Ready To Move,Channasandra,2 sq mt,Unm 2El,1115,2,1,35.8
Super built-up  Area,Ready To Move,BTM Layout,1 sq mt,,450,1,1,20
Super built-up  Area,18-Apr,Electronics City Phase 1,2 sq mt,Shitt S,1170,2,1,62
Built-up  Area,Ready To Move,KR Puram,4 sq km,Caxusnd,2065,4,0,248
Built-up  Area,Ready To Move,Marathahalli,3 sq mt,,1700,3,2,126
Plot  Area,Ready To Move,Uttarahalli,6 sq km,,1080,5,2,160
Super built-up  Area,Ready To Move,Malleshpalya,2 sq mt,SoncyRe,1245,2,1,55
Built-up  Area,19-Dec,Kanakapura,2 sq mt,GoityEt,1017,2,1,66
Plot  Area,Ready To Move,7th Phase JP Nagar,6 sq km,,650,6,2,80
Super built-up  Area,18-Mar,Sarjapur  Road,2 sq mt,SJityaz,1242,2,1,75
Super built-up  Area,18-Mar,Yelahanka,3 sq mt,Miitat ,1792,3,1,104
Super built-up  Area,18-Aug,Garebhavipalya,3 sq mt,,1275,3,2,55
Plot  Area,Ready To Move,8th Phase JP Nagar,6 sq km,,1200,6,1,260
Plot  Area,Ready To Move,7th Block Jayanagar,3 sq km,,2400,3,0,408
Super built-up  Area,Ready To Move,Electronic City,1 sq mt,Sidin J,605,1,1,22
Plot  Area,Ready To Move,HBR Layout,4 sq km,,1200,4,2,115
Super built-up  Area,18-Dec,Electronics City Phase 1,3 sq mt,Shitt S,1450,3,2,79
Plot  Area,Ready To Move,Bommenahalli,3 sq km,Prana S,1232,3,1,96
Plot  Area,Ready To Move,Laggere,5 sq km,,1800,5,0,70
Built-up  Area,Ready To Move,Sidedahalli,1 sq km,,900,1,1,52.3
Super built-up  Area,Ready To Move,Kaggadasapura,2 sq mt,,1200,2,2,40
Super built-up  Area,Ready To Move,Kadugodi,4 sq mt,,2100,3,,204
Super built-up  Area,18-Aug,Uttarahalli,2 sq mt,DSera S,1065,2,1,42.6
Super built-up  Area,Ready To Move,AGS Layout,2 sq mt,,1075,2,1,48.38
Plot  Area,Ready To Move,Anand Nagar,6 sq km,,1508,5,2,240
Super built-up  Area,Ready To Move,Lake City,2 sq mt,Prdenth,780,2,1,31
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 sq mt,SrncyRe,1070,2,1,42.79
Super built-up  Area,Ready To Move,Haralur Road,3 sq mt,NRowse ,1464,3,2,56
Super built-up  Area,18-Oct,Ramagondanahalli,3 sq mt,DNeremo,1910,3,2,150
Built-up  Area,Ready To Move,Cox Town,2 sq mt,,1280,2,1,120
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 sq mt,GrrvaGr,1530,3,2,64
Built-up  Area,Ready To Move,Bhoganhalli,4 sq mt,Pride S,2439,5,2,170
Super built-up  Area,Ready To Move,Varsova Layout,2 sq mt,InhtsHe,1088,2,2,43.5
Super built-up  Area,Ready To Move,Harlur,2 sq mt,Prncyrn,1174,2,1,78
Super built-up  Area,18-Dec,Raja Rajeshwari Nagar,3 sq mt,Prllsan,1587,3,1,73.8
Built-up  Area,Ready To Move,Kaggadasapura,2 sq mt,,1045,2,2,55
Super built-up  Area,Ready To Move,Yelahanka,2 sq mt,Prensya,1304,2,1,69.97
Super built-up  Area,Ready To Move,Whitefield,2 sq mt,DSe 2ie,1100,2,2,65
Super built-up  Area,18-May,Hennur Road,3 sq mt,Puachal,1482,2,1,68.9
Built-up  Area,18-Mar,Devanahalli,3 sq km,,2125,3,1,107
Super built-up  Area,Ready To Move,Varthur,5 sq mt,,1000,4,0,65
Super built-up  Area,Ready To Move,Parappana Agrahara,2 sq mt,,1194,2,2,45
Super built-up  Area,Ready To Move,Kengeri,2 sq mt,Sravema,1200,2,3,42
Super built-up  Area,Ready To Move,Volagerekallahalli,2 sq mt,PSterAs,1070,2,2,32.99
Super built-up  Area,Ready To Move,Whitefield,2 sq mt,Bhentne,1100,2,1,46.5
Built-up  Area,Ready To Move,Whitefield,3 sq mt,Hoensti,1270,2,2,65
Super built-up  Area,Ready To Move,Marasandra,2 sq mt,,1000,2,1,31
Super built-up  Area,Ready To Move,Vittasandra,2 sq mt,Prlla C,1246,2,1,69
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 sq mt,GrrvaGr,1529,3,3,51.77
Super built-up  Area,Ready To Move,Thanisandra,2 sq mt,MenueNo,1185,2,2,42
Super built-up  Area,Ready To Move,Gubbalala,2 sq mt,,1060,2,1,46
Super built-up  Area,Ready To Move,Ananth Nagar,3 sq mt,Patri M,1319,3,1,37.75
Super built-up  Area,Ready To Move,Kaikondrahalli,2 sq mt,Srsica ,991,2,0,64
Super built-up  Area,Ready To Move,Thanisandra,1 sq mt,Pronyt ,662,1,0,38
Built-up  Area,Ready To Move,Nandini Layout,2 sq km,,1200,2,1,110
Plot  Area,18-Apr,tc.palya,3 sq km,,1400,2,1,78
Super built-up  Area,Ready To Move,Talaghattapura,3 sq mt,,1575,3,2,80
Plot  Area,Ready To Move,Hosakerehalli,2 sq km,,600,2,0,65
Plot  Area,Ready To Move,Electronic City,5 sq km,,717,5,1,78
Super built-up  Area,Ready To Move,Ananth Nagar,3 sq mt,Patri M,1319,3,1,42
Plot  Area,Ready To Move,Brookefield,3 sq km,Sotus L,2000,3,2,300
Plot  Area,Ready To Move,9th Phase JP Nagar,3 sq km,,600,3,2,85
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 sq mt,,940,2,1,48
Built-up  Area,Ready To Move,Singasandra,1 sq km,,600,1,0,45
Super built-up  Area,18-Sep,Chandapura,2 sq mt,SunceEs,985,2,1,25.12
Plot  Area,Ready To Move,Kodigehalli,2 sq km,,500,1,0,55
Super built-up  Area,Ready To Move,Bharathi Nagar,2 sq mt,ReudePr,1349,2,2,56.7
Built-up  Area,18-Jun,Whitefield,3 sq km,,3117,3,2,261
Super built-up  Area,Ready To Move,HSR Layout,3 sq mt,SrisePo,1844,3,3,95
Super built-up  Area,Ready To Move,Thigalarapalya,3 sq mt,Prtanha,1830,4,2,150
Super built-up  Area,Ready To Move,Sarjapur  Road,3 sq mt,Adeatlm,2275,4,2,185
Super built-up  Area,18-Jul,Bannerghatta,4 sq mt,Mamespa,1791,,,246
Super built-up  Area,18-Aug,Varthur Road,2 sq mt,,1140,2,2,49.11
Plot  Area,Ready To Move,Banjara Layout,3 sq km,,900,3,1,79
Super built-up  Area,Ready To Move,Jaya Mahal layout,3 sq mt,Nehalri,2648,3,3,238
Plot  Area,Ready To Move,Judicial Layout,5 sq km,,5400,4,,700
Super built-up  Area,Ready To Move,Banashankari,3 sq mt,,1372,2,2,48.02
Built-up  Area,Ready To Move,Sanne Amanikere,3 sq mt,Hoxiaa ,1455,2,1,45
Super built-up  Area,Ready To Move,Hebbal,2 sq mt,,1100,2,2,38
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 sq mt,GrrvaGr,1295,2,1,55.47
Super built-up  Area,22-Jan,Vajarahalli,3 sq mt,,1475,3,1,80
Super built-up  Area,18-Apr,Nagavarapalya,3 sq mt,PuonsSe,1788,3,1,164
Super built-up  Area,Ready To Move,Haralur Road,2 sq mt,RInceeg,1243,2,1,46
Super built-up  Area,Ready To Move,Yeshwanthpur,3 sq mt,Goandn ,1855,3,3,140
Super built-up  Area,18-Aug,Kudlu Gate,3 sq mt,Sanzaat,1850,3,2,120
Super built-up  Area,Ready To Move,Marathahalli,3 sq mt,Cilip J,1315,2,2,60
Super built-up  Area,18-May,Whitefield,2 sq mt,Prtates,1216,2,1,73
Super built-up  Area,Ready To Move,Brooke Bond First Cross,3 sq mt,Soosea ,1721,3,2,93
Super built-up  Area,17-Nov,Sonnenahalli,2 sq mt,Skacak ,1059,2,1,62
Built-up  Area,Ready To Move,Kadubeesanahalli,2 sq mt,Skesta ,1184,2,1,55
Plot  Area,Ready To Move,Yelahanka,7 sq km,,1400,5,2,175
Super built-up  Area,Ready To Move,Koramangala,3 sq mt,Proodt ,2223,3,2,300
Built-up  Area,Ready To Move,Kodbisanhalli,3 sq mt,KSideas,1480,3,2,75
Super built-up  Area,Ready To Move,Kodigehalli,2 sq mt,Raellil,635,1,1,28
Plot  Area,Ready To Move,BEML Layout,2 sq km,,2400,2,1,228
Built-up  Area,Ready To Move,JP Nagar,4 sq km,,1500,2,0,87
Super built-up  Area,18-May,Hosa Road,2 sq mt,SStusan,1143,2,1,34.2
Plot  Area,Ready To Move,Sarjapur  Road,4 sq km,,3200,4,1,350
Plot  Area,20-Jul,Kanakpura Road,4 sq km,,3170,4,3,250
Built-up  Area,Ready To Move,Vaishnavi Layout,4 sq km,Prsisge,4800,4,3,420
Super built-up  Area,Ready To Move,Kothannur,3 sq mt,,1485,2,2,59.4
Super built-up  Area,Ready To Move,Rajaji Nagar,3 sq mt,Brway G,1640,3,2,251
Super built-up  Area,Ready To Move,Hennur,3 sq mt,,1655,2,1,70.5
Super built-up  Area,22-Jun,2nd Phase Judicial Layout,2 sq mt,,900,2,2,41
Super built-up  Area,Ready To Move,Somasundara Palya,3 sq mt,,1600,3,3,69
Built-up  Area,Ready To Move,Neelamangala,2 sq mt,,1163,2,2,68
,,,,,,,,
Super built-up  Area,Ready To Move,Hennur Road,3 sq mt,ChionCo,1654,3,,97.8
Super built-up  Area,18-Apr,Pragathi Nagar,1 sq mt,Asarkia,799,1,0,33.645
Built-up  Area,Ready To Move,Ngef Layout,4 sq km,,2100,3,1,1000
Super built-up  Area,18-Jan,Bellandur,3 sq mt,NiCodCa,1685,3,3,101
Built-up  Area,Ready To Move,Banashankari,3 sq mt,Sksia A,1540,3,3,80
Super built-up  Area,18-Jan,Thanisandra,2 sq mt,Bhmesy ,1265,2,1,72
Super built-up  Area,Ready To Move,Kasavanhalli,3 sq mt,,1200,2,3,38.4
Built-up  Area,Ready To Move,Amblipura,3 sq mt,SuodsAc,1300,2,1,80
Super built-up  Area,Ready To Move,Sultan Palaya,2 sq mt,Vaaldak,1009,2,1,65
Super built-up  Area,Ready To Move,Ramamurthy Nagar Extension,3 sq mt,,1540,3,2,65
Built-up  Area,Ready To Move,Bellandur,3 sq mt,,1735,3,3,105
Plot  Area,Ready To Move,HSR Layout,4 sq km,,2500,4,3,300
Super built-up  Area,Ready To Move,Marsur,2 sq mt,Asara S,497,1,1,20
Super built-up  Area,Ready To Move,Hosakerehalli,3 sq mt,Taonte ,2480,4,1,265
Built-up  Area,Ready To Move,Electronic City,2 sq mt,VHistal,1142,2,0,35
Super built-up  Area,18-May,Doctors Layout,3 sq mt,,1215,2,2,46.8
Super built-up  Area,Ready To Move,Electronic City,2 sq mt,GMown E,1070,2,1,48
Super built-up  Area,18-May,Electronic City Phase II,2 sq mt,Sryalan,1125,2,1,32.49
Built-up  Area,18-Jul,Bommasandra Industrial Area,2 sq mt,,1125,2,1,32.49
Super built-up  Area,Ready To Move,Kasavanhalli,2 sq mt,Doissa ,1575,2,3,85
Super built-up  Area,18-Dec,Hosa Road,2 sq mt,SJerse ,1360,2,1,77.61
Super built-up  Area,Ready To Move,Haralur Road,3 sq mt,,1710,3,2,85
Super built-up  Area,18-May,Electronic City Phase II,2 sq mt,Sryalan,1200,2,1,34.65
Super built-up  Area,Ready To Move,Bannerghatta Road,4 sq mt,SNity S,2185,3,3,120
Built-up  Area,Ready To Move,Bagalur,4 sq mt,Krton S,2400,4,3,135
Super built-up  Area,Ready To Move,Banashankari,2 sq mt,,1195,2,1,35.84
Super built-up  Area,Ready To Move,Vittasandra,2 sq mt,Prlla C,1246,2,1,67
Super built-up  Area,Ready To Move,Bannerghatta Road,2 sq mt,Gundaa ,1012,2,1,45
Super built-up  Area,Ready To Move,Ganga Nagar,2 sq mt,,998,2,2,65
Plot  Area,Ready To Move,Doddaballapur,3 sq km,,2400,3,1,250
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 sq mt,Brnia G,1130,2,2,85
Super built-up  Area,Ready To Move,Koramangala,3 sq mt,Proodt ,1744,4,1,210
Super built-up  Area,18-Jul,Rajaji Nagar,4 sq mt,ProdsWe,2733,5,2,259
Super built-up  Area,Ready To Move,Karuna Nagar,3 sq mt,Ajnue A,1354,2,1,98
Plot  Area,Ready To Move,Maruthi Nagar,10 sq km,,3300,9,,450
Super built-up  Area,Ready To Move,Brookefield,2 sq mt,Stlomg ,1389,2,2,94
Plot  Area,Ready To Move,Sarjapur,4 sq km,Puodsm ,2970,3,3,130
Super built-up  Area,Ready To Move,Cooke Town,3 sq mt,Sagalhi,2560,4,,310
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 sq mt,,1172,2,2,75
Plot  Area,Ready To Move,5th Block Jayanagar,3 sq km,,500,2,1,75
Super built-up  Area,Ready To Move,Kaggadasapura,3 sq mt,,1495,3,2,60
Super built-up  Area,Ready To Move,Varthur,2 sq mt,DSingSt,1738,2,1,57.35
Super built-up  Area,Ready To Move,Dodda Nekkundi,2 sq mt,,1315,2,2,50
Super built-up  Area,Ready To Move,Marathahalli,2 sq mt,Xeitaa ,1270,2,3,73
Super built-up  Area,18-May,Electronic City Phase II,2 sq mt,SNbay G,1160,2,1,52.2
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 sq mt,,1450,2,1,67
Built-up  Area,Ready To Move,Rayasandra,1 sq mt,,470,1,1,21
Built-up  Area,Ready To Move,2nd Phase JP Nagar,2 sq mt,,1040,2,2,78
Super built-up  Area,Ready To Move,Sarjapur,2 sq mt,,1205,2,2,29
Super built-up  Area,Ready To Move,KSRTC Layout,3 sq mt,,1215,2,3,50
Super built-up  Area,Ready To Move,Whitefield,2 sq mt,Maoma P,1135,2,2,58
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 sq mt,MBodsen,1224,2,2,48.95
Built-up  Area,Ready To Move,Budigere,1 sq mt,PrityTr,664,1,1,34
Super built-up  Area,Ready To Move,Electronic City,3 sq mt,Itvir M,1160,2,2,42
Plot  Area,Ready To Move,Babusapalaya,2 sq km,,1200,2,0,105
Built-up  Area,18-Aug,Bommasandra Industrial Area,3 sq mt,,1220,2,1,35.2
Super built-up  Area,Ready To Move,Bharathi Nagar,2 sq mt,FoapeWa,1328,2,2,69
Super built-up  Area,Ready To Move,BSM Extension,2 sq mt,Raave E,975,2,2,45
Built-up  Area,Ready To Move,Ambedkar Colony,3 sq mt,RMcesa ,1907,2,1,200
Built-up  Area,Ready To Move,Malleshwaram,2 sq mt,Beesta ,900,2,1,72
Super built-up  Area,Ready To Move,Banashankari 6th Stage,2 sq mt,,1330,2,2,80
Super built-up  Area,Ready To Move,Rajiv Nagar,4 sq mt,PuoodSk,2330,5,1,175
Built-up  Area,Ready To Move,Munnekollal,3 sq mt,JRarlPe,1222,3,2,95
Plot  Area,Ready To Move,Dodsworth Layout,3 sq km,Prleaou,4446,3,2,410
Super built-up  Area,Ready To Move,Sarjapur  Road,3 sq mt,Ahriaup,2100,3,1,135
Super built-up  Area,Ready To Move,Sarjapur  Road,4 sq mt,Adeatlm,3335,4,3,290
Built-up  Area,18-Apr,Whitefield,3 sq km,Prtates,3150,3,1,290
Plot  Area,Ready To Move,Jnana Ganga Nagar,3 sq km,,1320,2,1,95
Plot  Area,Ready To Move,9th Phase JP Nagar,7 sq km,,820,7,3,140
Plot  Area,Ready To Move,Shetty Halli,5 sq km,,8000,5,3,550
Plot  Area,Ready To Move,Hennur Road,4 sq km,,2400,5,3,500
Super built-up  Area,Ready To Move,Uttarahalli,3 sq mt,SLnssPr,1330,2,2,46.55
Plot  Area,Ready To Move,Hosur Road,4 sq km,KrineAq,2000,4,1,130
Super built-up  Area,18-Jun,Electronic City Phase II,2 sq mt,Coomee ,1244,2,1,55
Super built-up  Area,Ready To Move,Konena Agrahara,2 sq mt,EsadeNS,1000,2,1,50
Super built-up  Area,18-May,Gunjur Palya,3 sq mt,,1400,3,2,45
Super built-up  Area,Ready To Move,Vignana Nagar,2 sq mt,Phens G,1000,2,2,35
Plot  Area,Ready To Move,Rajaji Nagar,2 sq km,,1056,1,0,250
Super built-up  Area,Ready To Move,Uttarahalli,3 sq mt,,1250,2,2,50
Super built-up  Area,19-Jun,Hebbal,4 sq mt,Raard B,2470,5,0,188
Super built-up  Area,18-Aug,Jeevan bima nagar,2 sq mt,,1225,2,2,48
Super built-up  Area,19-Jun,Hebbal,4 sq mt,Raard B,2790,5,3,198
Super built-up  Area,Ready To Move,Indira Nagar,4 sq mt,,2800,4,3,365
Super built-up  Area,Ready To Move,Seegehalli,3 sq mt,Niowshi,1683,3,3,80
Built-up  Area,Ready To Move,Yelahanka,2 sq mt,AdniaSk,1250,2,2,54
Super built-up  Area,Ready To Move,Hennur Road,3 sq mt,Maity W,1305,2,1,110
Plot  Area,Ready To Move,Sarjapur  Road,3 sq km,,3009,3,1,331
Super built-up  Area,Ready To Move,Kaggalipura,3 sq mt,Baowsig,1150,2,1,57.5
Built-up  Area,Ready To Move,Kaggadasapura,3 sq mt,Clsto C,1654,3,3,70
Carpet  Area,Ready To Move,Munivenkatppa Layout,4 sq mt,Trntska,4500,3,0,225
Super built-up  Area,18-May,Kadugodi,3 sq mt,Alestrb,1890,4,3,125
Super built-up  Area,Ready To Move,Kasavanhalli,2 sq mt,,1069,2,2,55
Super built-up  Area,Ready To Move,Chandapura,2 sq mt,KHityry,750,1,1,18.5
Plot  Area,Ready To Move,Banashankari,4 sq km,,675,4,0,140
Built-up  Area,17-Dec,Hormavu,3 sq km,,2400,3,1,177
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,5 sq km,,1200,4,2,240
Plot  Area,Ready To Move,Koramangala,4 sq km,,1410,2,0,280
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 sq mt,Eladero,1680,3,3,130
Super built-up  Area,Ready To Move,Sadanand Nagar,3 sq mt,,3500,4,2,500
Super built-up  Area,18-Jul,Sarjapur  Road,3 sq mt,PualeSk,1700,3,2,93.5
Plot  Area,Ready To Move,Brindavan Layout,4 sq km,,2200,2,0,150
Super built-up  Area,Ready To Move,Thanisandra,3 sq mt,Bhmesy ,1595,3,1,105
Super built-up  Area,15-Nov,Hennur Road,3 sq mt,,1480,3,,100
Plot  Area,Ready To Move,Bethel Nagar,3 sq km,,1092,3,1,95
Super built-up  Area,19-Sep,Koramangala,3 sq mt,Prood P,1866,4,2,245
Super built-up  Area,Ready To Move,Hebbal,3 sq mt,RMudeat,3895,3,2,390
Super built-up  Area,Ready To Move,Banashankari,3 sq mt,,1683,3,2,115
Super built-up  Area,Ready To Move,Dasanapura,2 sq mt,Tavenew,545,2,1,22.34
Super built-up  Area,Ready To Move,Banaswadi,2 sq mt,,1340,2,2,73
Built-up  Area,21-Dec,"Judicial Layout, Kanakapura Road, ",3 sq mt,,1100,3,2,53
Plot  Area,Ready To Move,Akshaya Nagar,1 sq km,,2000,1,0,200
Super built-up  Area,Ready To Move,Whitefield,2 sq mt,Sriffhi,1185,2,2,56
Super built-up  Area,18-Aug,Chandapura,2 sq mt,SuVue S,1025,2,2,27.68
Super built-up  Area,Ready To Move,Haralur Road,3 sq mt,DSimaUl,1730,3,1,95
Super built-up  Area,19-Sep,Hennur Road,3 sq mt,Orens G,1450,3,1,88.6
Super built-up  Area,Ready To Move,Sarjapur  Road,3 sq mt,Ceiti I,1862,4,1,110
Plot  Area,Ready To Move,Sarjapur  Road,4 sq km,Adeatlm,4000,5,1,578
Built-up  Area,Ready To Move,Old Madras Road,3 sq mt,Brica E,2430,5,2,180
Super built-up  Area,20-Sep,Hoodi,1 sq mt,Ranuetz,783,1,0,40.55
Super built-up  Area,Ready To Move,Chambenahalli,2 sq mt,,1170,2,3,50
Super built-up  Area,Ready To Move,B Narayanapura,2 sq mt,Prionve,1075,2,2,50
Super built-up  Area,Ready To Move,Kodichikkanahalli,2 sq mt,Niiewin,1060,2,1,34
Super built-up  Area,17-Jun,Sarjapur,2 sq mt,,850,2,2,32
Super built-up  Area,Ready To Move,P&T Layout,2 sq mt,Sashaa ,935,2,1,45.9
Built-up  Area,Ready To Move,Gollarapalya Hosahalli,4 sq mt,Mauner ,1905,3,,86
Built-up  Area,Ready To Move,8th Block Jayanagar,6 sq km,,2000,6,3,300
Super built-up  Area,Ready To Move,Uttarahalli,2 sq mt,Aklia R,1125,2,1,47
Plot  Area,Ready To Move,9th Phase JP Nagar,6 sq km,,600,6,2,75
Built-up  Area,Ready To Move,Chikkabanavar,4 sq km,,1500,4,1,105
Built-up  Area,Ready To Move,Bannerghatta Road,3 sq mt,Malmser,1725,3,3,85
Super built-up  Area,Ready To Move,Dodda Banaswadi,2 sq mt,,1120,2,3,36
Super built-up  Area,Ready To Move,Brookefield,3 sq mt,Vaontos,1750,2,2,75
Super built-up  Area,18-Jul,7th Phase JP Nagar,3 sq mt,,2000,3,2,77
Built-up  Area,Ready To Move,Koramangala,3 sq mt,Saa 2Ai,1745,3,3,98
Plot  Area,Ready To Move,Bagalakunte,5 sq km,,750,3,1,95
Super built-up  Area,Ready To Move,Uttarahalli,3 sq mt,Ayaya A,1270,2,2,55.25
Super built-up  Area,Ready To Move,Iblur Village,5 sq mt,Emine P,5384,5,3,420
Super built-up  Area,Ready To Move,Sahakara Nagar,2 sq mt,NCensun,1180,2,2,72
Built-up  Area,Ready To Move,Shanti Nagar,2 sq mt,SwionMa,1130,2,1,75
